time;receiver;ttc;risk
67500900000;veh_6;13.237741981147087;SAFE
67501400000;veh_3;4.2799425565750475;SAFE
67501900000;veh_5;7.239170757063328;SAFE
68000400000;veh_1;7.362153980054556E12;SAFE
68000400000;veh_3;4.779913978653298;SAFE
68000900000;veh_5;6.739281407446274;SAFE
68002400000;veh_4;1.236204074119901;CRITICAL
68002400000;veh_6;12.737862134168743;SAFE
68100400000;veh_0;Infinity;SAFE
68100400000;veh_1;7.362153980054556E12;SAFE
68100400000;veh_3;4.879911682825357;SAFE
68100400000;veh_4;1.1275502126799974;CRITICAL
68100400000;veh_5;6.639303537609617;SAFE
68100900000;veh_0;Infinity;SAFE
68100900000;veh_6;12.637886254974477;SAFE
68101300000;veh_6;12.637886254974477;SAFE
68101400000;veh_1;7.362153980054556E12;SAFE
68101400000;veh_3;4.879911682825357;SAFE
68101400000;veh_5;6.639303537609617;SAFE
68101800000;veh_3;4.879911682825357;SAFE
68101900000;veh_0;Infinity;SAFE
68101900000;veh_4;1.1275502126799974;CRITICAL
68101900000;veh_5;6.639303537609617;SAFE
68102400000;veh_1;7.362153980054556E12;SAFE
68500400000;veh_1;7.362153980054556E12;SAFE
68500900000;veh_3;5.279911739988189;SAFE
68500900000;veh_4;0.7273668556859131;CRITICAL
68500900000;veh_5;6.239392058549324;SAFE
68501400000;veh_6;12.237983063659987;SAFE
69000400000;veh_4;0.2388793675648651;CRITICAL
69000900000;veh_3;5.779929005118174;SAFE
69002400000;veh_1;7.362153980054556E12;SAFE
69002400000;veh_5;5.7395027103659535;SAFE
69002400000;veh_6;11.738104869062818;SAFE
69100900000;veh_5;5.639524840782522;SAFE
69101400000;veh_0;Infinity;SAFE
69101400000;veh_4;0.15063210873956612;CRITICAL
69101900000;veh_6;11.638129345210626;SAFE
69102400000;veh_3;5.879934360776258;SAFE
69501400000;veh_3;6.279961115370138;SAFE
69501400000;veh_4;0.2920362056615529;CRITICAL
69501400000;veh_5;5.261730252746272;SAFE
69501900000;veh_6;11.238227667092511;SAFE
69502400000;veh_1;7.362153980054556E12;SAFE
70000900000;veh_6;10.738351596462342;SAFE
70001400000;veh_4;0.7834078901042231;CRITICAL
70001900000;veh_1;7.362153980054556E12;SAFE
70001900000;veh_3;6.780004786186975;SAFE
70002400000;veh_5;5.062590673234628;SAFE
70100400000;veh_6;10.638376532174567;SAFE
70100900000;veh_1;7.362153980054556E12;SAFE
70100900000;veh_4;0.8828606887436793;CRITICAL
70100900000;veh_5;5.023254540294862;SAFE
70101400000;veh_1;7.362153980054556E12;SAFE
70101400000;veh_4;0.8828606887436793;CRITICAL
70101800000;veh_6;10.638376532174567;SAFE
70101900000;veh_0;Infinity;SAFE
70101900000;veh_1;7.362153980054556E12;SAFE
